wd:Q67518978	wd:Q35120
wd:Q7048977	wd:Q35120
wd:Q30241068	wd:Q35120
wd:Q1318674	wd:Q35120
wd:Q42503289	wd:Q35120
wd:Q17853087	wd:Q35120
wd:Q64728693	wd:Q35120
wd:Q15893266	wd:Q35120
wd:Q2995644	wd:Q35120
wd:Q3826351	wd:Q35120
wd:Q378078	wd:Q35120
wd:Q66591980	wd:Q35120
wd:Q35825432	wd:Q35120
wd:Q282250	wd:Q35120
wd:Q103940464	wd:Q35120
wd:Q15989253	wd:Q35120
wd:Q488383	wd:Q35120
wd:Q31464082	wd:Q35120
wd:Q115095765	wd:Q35120
wd:Q24238356	wd:Q35120
wd:Q18706315	wd:Q35120
wd:Q99527517	wd:Q35120
wd:Q15619164	wd:Q7048977
wd:Q21855572	wd:Q7048977
wd:Q4184950	wd:Q7048977
wd:Q3622126	wd:Q7048977
wd:Q66310127	wd:Q7048977
wd:Q115490427	wd:Q7048977
wd:Q246672	wd:Q7048977
wd:Q748349	wd:Q7048977
wd:Q14897293	wd:Q7048977
wd:Q2198779	wd:Q7048977
wd:Q17376908	wd:Q7048977
wd:Q1413749	wd:Q7048977
wd:Q12488383	wd:Q7048977
wd:Q123421794	wd:Q7048977
wd:Q58179319	wd:Q24238356
wd:Q4233718	wd:Q24238356
wd:Q1156875	wd:Q24238356
wd:Q1944508	wd:Q8192
wd:Q17020242	wd:Q8192
wd:Q1002710	wd:Q8192
wd:Q1191702	wd:Q8192
wd:Q53764732	wd:Q8192
wd:Q335806	wd:Q8192
wd:Q1191127	wd:Q8192
wd:Q3953107	wd:Q8192
wd:Q182133	wd:Q8192
wd:Q140774	wd:Q8192
wd:Q181066	wd:Q8192
wd:Q2182919	wd:Q8192
wd:Q9779	wd:Q8192
wd:Q29517555	wd:Q8192
wd:Q3400227	wd:Q8192
wd:Q3781304	wd:Q8192
wd:Q860735	wd:Q8192
wd:Q63824713	wd:Q8192
wd:Q1156875	wd:Q8192
wd:Q185087	wd:Q8192
wd:Q29575627	wd:Q8192
wd:Q1049394	wd:Q8192
wd:Q2188702	wd:Q215627
wd:Q16735601	wd:Q215627
wd:Q18170708	wd:Q215627
wd:Q223266	wd:Q215627
wd:Q11441714	wd:Q215627
wd:Q2500638	wd:Q215627
wd:Q55176871	wd:Q215627
wd:Q381160	wd:Q215627
wd:Q17291399	wd:Q215627
wd:Q110897910	wd:Q215627
wd:Q1472275	wd:Q215627
wd:Q2324479	wd:Q215627
wd:Q75855169	wd:Q215627
wd:Q64825398	wd:Q215627
wd:Q2873500	wd:Q215627
wd:Q106645134	wd:Q215627
wd:Q22813352	wd:Q215627
wd:Q327055	wd:Q215627
wd:Q96045115	wd:Q215627
wd:Q73273453	wd:Q215627
wd:Q7049197	wd:Q215627
wd:Q455595	wd:Q215627
wd:Q96626843	wd:Q215627
wd:Q1136974	wd:Q215627
wd:Q107013296	wd:Q215627
wd:Q4425763	wd:Q215627
wd:Q13218731	wd:Q215627
wd:Q4204239	wd:Q215627
wd:Q3236990	wd:Q215627
wd:Q167382	wd:Q215627
wd:Q18338317	wd:Q215627
wd:Q1391344	wd:Q215627
wd:Q1229301	wd:Q215627
wd:Q485417	wd:Q215627
wd:Q1414937	wd:Q215627
wd:Q20820172	wd:Q215627
wd:Q20826540	wd:Q215627
wd:Q421946	wd:Q215627
wd:Q18809854	wd:Q215627
wd:Q123457412	wd:Q215627
wd:Q12644761	wd:Q215627
wd:Q118733339	wd:Q215627
wd:Q1807466	wd:Q215627
wd:Q58179319	wd:Q215627
wd:Q16351788	wd:Q215627
wd:Q189829	wd:Q215627
wd:Q512314	wd:Q215627
wd:Q193432	wd:Q215627
wd:Q16961937	wd:Q215627
wd:Q1938980	wd:Q215627
wd:Q7140620	wd:Q215627
wd:Q1851760	wd:Q215627
wd:Q111610905	wd:Q215627
wd:Q1308239	wd:Q215627
wd:Q115322342	wd:Q215627
wd:Q273283	wd:Q215627
wd:Q1495428	wd:Q215627
wd:Q15253558	wd:Q215627
wd:Q4197743	wd:Q215627
wd:Q28790169	wd:Q215627
wd:Q50995749	wd:Q215627
wd:Q5774265	wd:Q215627
wd:Q115322019	wd:Q215627
wd:Q101007738	wd:Q215627
wd:Q22947	wd:Q215627
wd:Q122143503	wd:Q215627
wd:Q1934684	wd:Q215627
wd:Q104080200	wd:Q215627
wd:Q3243461	wd:Q215627
wd:Q1391360	wd:Q215627
wd:Q211236	wd:Q215627
wd:Q18536342	wd:Q215627
wd:Q57735705	wd:Q215627
wd:Q1251441	wd:Q215627
wd:Q28008277	wd:Q215627
wd:Q66988957	wd:Q58179319
wd:Q474968	wd:Q4233718
wd:Q1944996	wd:Q474968
wd:Q33831	wd:Q20162172
wd:Q4316069	wd:Q20162172
wd:Q45762	wd:Q20162172
wd:Q1288568	wd:Q20162172
wd:Q33289	wd:Q20162172
wd:Q33742	wd:Q20162172
wd:Q2315359	wd:Q20162172
wd:Q645304	wd:Q20162172
wd:Q1783823	wd:Q1914636
wd:Q2399307	wd:Q1914636
wd:Q2043121	wd:Q1914636
wd:Q20180812	wd:Q1914636
wd:Q16920758	wd:Q1914636
wd:Q2144405	wd:Q1914636
wd:Q27939	wd:Q1914636
wd:Q1782301	wd:Q1914636
wd:Q9347372	wd:Q1914636
wd:Q9383871	wd:Q1914636
wd:Q7708485	wd:Q1914636
wd:Q273120	wd:Q1914636
